age,gender,education,employment_status,employment_sector,income_bracket,marital_status,household_size,has_children,urbanicity,region,voted_last,party_id_strength,union_member,public_sector,home_owner,small_biz_owner,owns_car,wa_groups,refused_count,attention_check,will_turnout,undecided,preference_strength,survey_confidence,tv_news_hours,social_media_hours,trust_media,civic_participation,job_tenure_years,primary_choice,secondary_choice,intended_vote
56.0,1.0,2.0,0.0,3.0,4.0,,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,,,1.0,1.0,7.0,4.0,4.0,3.0,1.0,0.0,35.0,CAND_Icaro,CAND_Electra,Undecided
77.0,0.0,0.0,4.0,5.0,1.0,4.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,8.0,0.0,4.0,0.0,10.0,6.0,37.0,CAND_Boreal,CAND_Jade,Undecided
30.0,,4.0,3.0,0.0,4.0,4.0,7.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,2.0,5.0,8.0,23.0,CAND_Icaro,CAND_Frontera,CAND_Icaro
25.0,1.0,4.0,2.0,,0.0,4.0,,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,8.0,4.0,4.0,4.0,9.0,15.0,CAND_Frontera,CAND_Demetra,Undecided
44.0,1.0,0.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,4.0,,2.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,,1.0,1.0,5.0,5.0,2.0,3.0,2.0,8.0,,CAND_Azon,CAND_Jade,Undecided
67.0,0.0,3.0,5.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,4.0,2.0,28.0,CAND_Gaia,CAND_Electra,Undecided
72.0,1.0,5.0,0.0,1.0,4.0,2.0,2.0,0.0,2.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,9.0,2.0,4.0,0.0,9.0,6.0,5.0,CAND_Gaia,CAND_Icaro,Undecided
26.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,9.0,9.0,35.0,CAND_Gaia,CAND_Electra,Undecided
60.0,0.0,3.0,2.0,0.0,0.0,4.0,7.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,9.0,4.0,1.0,3.0,0.0,9.0,,CAND_Halley,CAND_Boreal,CAND_Halley
51.0,0.0,,0.0,3.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,1.0,7.0,39.0,CAND_Jade,CAND_Halley,Undecided
56.0,1.0,5.0,3.0,1.0,,1.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,1.0,,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,8.0,5.0,4.0,0.0,4.0,25.0,CAND_Civico,CAND_Demetra,Undecided
32.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,,1.0,1.0,6.0,7.0,1.0,0.0,10.0,9.0,23.0,CAND_Azon,CAND_Electra,Undecided
30.0,1.0,5.0,0.0,4.0,,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,8.0,6.0,8.0,CAND_Jade,,CAND_Jade
55.0,0.0,3.0,5.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,,3.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,7.0,2.0,3.0,1.0,5.0,9.0,CAND_Gaia,CAND_Gaia,Undecided
56.0,0.0,5.0,4.0,2.0,0.0,0.0,5.0,1.0,2.0,1.0,1.0,,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,3.0,8.0,32.0,CAND_Boreal,,Undecided
31.0,,5.0,,0.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,1.0,0.0,5.0,5.0,5.0,2.0,,3.0,CAND_Azon,CAND_Frontera,Undecided
32.0,1.0,4.0,0.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,0.0,2.0,2.0,8.0,3.0,30.0,CAND_Azon,CAND_Civico,CAND_Azon
51.0,1.0,2.0,2.0,3.0,0.0,1.0,7.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,1.0,2.0,3.0,2.0,1.0,29.0,CAND_Demetra,CAND_Boreal,CAND_Demetra
58.0,1.0,1.0,3.0,4.0,1.0,1.0,7.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,10.0,8.0,2.0,0.0,8.0,4.0,11.0,CAND_Icaro,CAND_Frontera,Undecided
20.0,0.0,3.0,0.0,,2.0,4.0,2.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,5.0,3.0,22.0,CAND_Azon,CAND_Gaia,Undecided
66.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,2.0,2.0,1.0,1.0,1.0,2.0,9.0,2.0,,10.0,7.0,13.0,CAND_Electra,CAND_Jade,Undecided
34.0,1.0,3.0,0.0,4.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,10.0,0.0,0.0,1.0,6.0,2.0,16.0,CAND_Gaia,CAND_Civico,CAND_Gaia
69.0,1.0,5.0,2.0,1.0,4.0,0.0,1.0,1.0,2.0,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,,1.0,10.0,10.0,0.0,3.0,8.0,,40.0,CAND_Electra,CAND_Demetra,Undecided
67.0,1.0,3.0,1.0,2.0,1.0,,5.0,,0.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,5.0,5.0,0.0,29.0,CAND_Electra,CAND_Halley,CAND_Electra
76.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,2.0,6.0,5.0,1.0,3.0,10.0,39.0,CAND_Jade,CAND_Azon,CAND_Jade
52.0,0.0,4.0,5.0,1.0,0.0,,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,0.0,5.0,0.0,0.0,5.0,CAND_Boreal,CAND_Demetra,Undecided
64.0,0.0,1.0,1.0,2.0,,3.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,5.0,1.0,0.0,1.0,4.0,0.0,2.0,4.0,10.0,4.0,17.0,CAND_Electra,CAND_Frontera,Undecided
51.0,1.0,0.0,2.0,2.0,3.0,4.0,6.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,2.0,3.0,1.0,8.0,10.0,26.0,CAND_Civico,CAND_Electra,Undecided
39.0,0.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,1.0,6.0,8.0,15.0,CAND_Gaia,CAND_Azon,Undecided
60.0,1.0,4.0,3.0,,0.0,2.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,,,0.0,0.0,2.0,1.0,1.0,1.0,10.0,7.0,0.0,1.0,6.0,7.0,31.0,CAND_Demetra,CAND_Boreal,Undecided
63.0,0.0,3.0,1.0,1.0,,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,8.0,4.0,4.0,5.0,7.0,35.0,CAND_Azon,CAND_Electra,Undecided
53.0,1.0,5.0,5.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,10.0,3.0,,10.0,7.0,8.0,CAND_Azon,CAND_Civico,CAND_Azon
36.0,0.0,5.0,1.0,0.0,0.0,4.0,6.0,1.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,0.0,1.0,7.0,10.0,3.0,1.0,10.0,9.0,,CAND_Boreal,CAND_Halley,Undecided
35.0,0.0,,0.0,1.0,0.0,4.0,,0.0,1.0,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,5.0,5.0,5.0,1.0,4.0,6.0,34.0,CAND_Gaia,CAND_Demetra,Undecided
79.0,1.0,2.0,0.0,3.0,3.0,4.0,3.0,,0.0,2.0,1.0,2.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,5.0,5.0,6.0,8.0,13.0,CAND_Boreal,CAND_Halley,Undecided
77.0,0.0,5.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,2.0,,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,9.0,10.0,20.0,CAND_Boreal,CAND_Civico,Undecided
69.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,7.0,0.0,19.0,CAND_Civico,CAND_Azon,Undecided
38.0,0.0,2.0,4.0,5.0,1.0,3.0,1.0,1.0,,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,,1.0,0.0,0.0,3.0,2.0,5.0,,3.0,7.0,0.0,CAND_Azon,CAND_Frontera,CAND_Azon
,0.0,1.0,5.0,4.0,1.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,3.0,1.0,9.0,11.0,CAND_Jade,CAND_Demetra,CAND_Jade
19.0,,,3.0,,3.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,4.0,7.0,1.0,5.0,10.0,2.0,11.0,CAND_Icaro,CAND_Civico,Undecided
56.0,1.0,5.0,0.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,10.0,0.0,2.0,1.0,,2.0,CAND_Electra,CAND_Azon,Undecided
30.0,,4.0,3.0,5.0,1.0,,2.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,1.0,5.0,10.0,5.0,3.0,3.0,10.0,36.0,CAND_Azon,CAND_Azon,Undecided
84.0,0.0,2.0,0.0,5.0,,4.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,,1.0,,0.0,5.0,2.0,,7.0,10.0,35.0,CAND_Azon,CAND_Demetra,Undecided
45.0,0.0,1.0,2.0,1.0,4.0,4.0,5.0,0.0,0.0,3.0,1.0,2.0,0.0,,1.0,0.0,0.0,1.0,5.0,1.0,1.0,,6.0,1.0,1.0,4.0,8.0,2.0,14.0,CAND_Azon,CAND_Frontera,CAND_Azon
20.0,0.0,5.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,3.0,0.0,0.0,1.0,4.0,38.0,CAND_Electra,CAND_Icaro,Undecided
,1.0,1.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,3.0,36.0,CAND_Azon,CAND_Boreal,Undecided
63.0,0.0,2.0,4.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,,3.0,1.0,,1.0,3.0,0.0,0.0,2.0,9.0,8.0,25.0,CAND_Halley,CAND_Demetra,Undecided
54.0,0.0,2.0,4.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,,1.0,5.0,8.0,22.0,CAND_Demetra,,CAND_Demetra
64.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,10.0,8.0,2.0,2.0,5.0,3.0,10.0,CAND_Demetra,CAND_Icaro,Undecided
81.0,1.0,3.0,2.0,3.0,2.0,4.0,,1.0,2.0,2.0,1.0,,0.0,1.0,,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,,10.0,2.0,38.0,CAND_Electra,CAND_Civico,Undecided
39.0,0.0,4.0,4.0,1.0,2.0,4.0,3.0,,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,5.0,9.0,37.0,CAND_Demetra,CAND_Gaia,CAND_Demetra
55.0,0.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,,3.0,1.0,0.0,,1.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,15.0,CAND_Gaia,CAND_Boreal,CAND_Gaia
27.0,0.0,5.0,2.0,3.0,0.0,1.0,7.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,4.0,,CAND_Gaia,CAND_Demetra,CAND_Gaia
31.0,1.0,1.0,4.0,5.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,9.0,2.0,0.0,8.0,3.0,30.0,CAND_Icaro,CAND_Civico,CAND_Icaro
38.0,0.0,2.0,3.0,3.0,3.0,3.0,5.0,0.0,2.0,3.0,1.0,4.0,0.0,,1.0,0.0,1.0,1.0,5.0,1.0,1.0,,6.0,7.0,4.0,0.0,4.0,2.0,37.0,CAND_Azon,CAND_Gaia,CAND_Azon
22.0,1.0,2.0,4.0,,3.0,4.0,,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,10.0,2.0,2.0,5.0,6.0,24.0,CAND_Civico,CAND_Halley,Undecided
,1.0,0.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,5.0,0.0,2.0,CAND_Frontera,CAND_Halley,Undecided
54.0,1.0,,1.0,3.0,3.0,,6.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,2.0,0.0,8.0,29.0,CAND_Electra,CAND_Icaro,Undecided
51.0,1.0,4.0,3.0,1.0,0.0,2.0,6.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,,4.0,6.0,15.0,CAND_Frontera,CAND_Frontera,Undecided
63.0,0.0,2.0,0.0,4.0,,0.0,4.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,8.0,2.0,2.0,0.0,,0.0,7.0,CAND_Halley,CAND_Demetra,Undecided
61.0,0.0,4.0,3.0,4.0,0.0,4.0,,1.0,2.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,4.0,1.0,9.0,6.0,CAND_Gaia,CAND_Boreal,CAND_Gaia
60.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,10.0,3.0,33.0,CAND_Gaia,CAND_Gaia,Undecided
35.0,1.0,5.0,5.0,4.0,0.0,0.0,7.0,0.0,1.0,2.0,1.0,3.0,0.0,,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,6.0,39.0,CAND_Gaia,,Undecided
,0.0,4.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,,9.0,9.0,39.0,CAND_Civico,CAND_Civico,CAND_Civico
41.0,0.0,2.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,6.0,4.0,0.0,,1.0,33.0,CAND_Gaia,CAND_Demetra,Undecided
42.0,1.0,3.0,,0.0,1.0,1.0,5.0,,2.0,2.0,1.0,,0.0,0.0,0.0,0.0,1.0,8.0,2.0,1.0,0.0,1.0,9.0,0.0,5.0,,10.0,4.0,13.0,CAND_Gaia,CAND_Electra,Undecided
51.0,,2.0,4.0,0.0,0.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,,0.0,1.0,2.0,2.0,5.0,4.0,9.0,4.0,17.0,CAND_Electra,CAND_Gaia,Undecided
44.0,,3.0,3.0,0.0,,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,1.0,7.0,23.0,CAND_Civico,CAND_Gaia,Undecided
26.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,,1.0,0.0,9.0,14.0,CAND_Gaia,CAND_Electra,Undecided
75.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,5.0,7.0,1.0,,4.0,2.0,5.0,CAND_Electra,CAND_Electra,Undecided
44.0,0.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0,5.0,3.0,9.0,9.0,3.0,CAND_Frontera,CAND_Boreal,CAND_Frontera
21.0,0.0,3.0,3.0,5.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,0.0,9.0,0.0,CAND_Demetra,CAND_Boreal,Undecided
61.0,0.0,3.0,3.0,2.0,2.0,1.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,5.0,4.0,1.0,5.0,0.0,3.0,12.0,CAND_Halley,CAND_Boreal,Undecided
38.0,,1.0,5.0,3.0,1.0,0.0,1.0,,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,6.0,9.0,37.0,CAND_Gaia,,Undecided
71.0,0.0,1.0,5.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,9.0,3.0,CAND_Jade,CAND_Boreal,Undecided
37.0,1.0,2.0,5.0,3.0,,4.0,7.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,,5.0,3.0,0.0,,CAND_Icaro,CAND_Civico,Undecided
75.0,0.0,1.0,1.0,0.0,1.0,,6.0,1.0,1.0,,0.0,4.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,1.0,8.0,10.0,1.0,0.0,4.0,7.0,16.0,CAND_Civico,CAND_Frontera,Undecided
83.0,0.0,0.0,2.0,3.0,1.0,3.0,,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,4.0,10.0,11.0,CAND_Gaia,CAND_Electra,Undecided
53.0,0.0,2.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,1.0,,5.0,9.0,6.0,33.0,CAND_Jade,CAND_Civico,Undecided
51.0,1.0,0.0,4.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0,10.0,8.0,4.0,2.0,9.0,4.0,23.0,CAND_Halley,CAND_Icaro,Undecided
28.0,0.0,1.0,1.0,5.0,1.0,4.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,2.0,7.0,5.0,2.0,3.0,8.0,19.0,CAND_Demetra,CAND_Civico,Undecided
30.0,0.0,0.0,3.0,5.0,3.0,4.0,6.0,0.0,2.0,1.0,1.0,4.0,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,7.0,3.0,3.0,9.0,10.0,20.0,CAND_Azon,CAND_Gaia,Undecided
31.0,1.0,1.0,,4.0,2.0,2.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,4.0,9.0,3.0,2.0,6.0,4.0,3.0,CAND_Gaia,CAND_Civico,Undecided
74.0,1.0,2.0,5.0,,0.0,0.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,10.0,8.0,0.0,3.0,0.0,7.0,26.0,CAND_Electra,CAND_Azon,Undecided
76.0,2.0,5.0,1.0,,4.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,9.0,3.0,0.0,9.0,2.0,4.0,CAND_Gaia,CAND_Icaro,Undecided
43.0,0.0,5.0,1.0,4.0,0.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,9.0,1.0,0.0,4.0,2.0,8.0,17.0,CAND_Civico,CAND_Gaia,CAND_Civico
74.0,0.0,3.0,0.0,0.0,4.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,8.0,5.0,4.0,4.0,0.0,3.0,40.0,CAND_Azon,CAND_Electra,Undecided
43.0,0.0,0.0,,0.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,10.0,2.0,17.0,CAND_Demetra,CAND_Demetra,Undecided
28.0,0.0,1.0,3.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,6.0,1.0,3.0,3.0,0.0,3.0,24.0,CAND_Azon,CAND_Civico,Undecided
40.0,0.0,4.0,0.0,5.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,8.0,9.0,11.0,CAND_Frontera,CAND_Demetra,Undecided
,0.0,,2.0,5.0,,0.0,4.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,0.0,10.0,0.0,5.0,6.0,9.0,23.0,CAND_Azon,CAND_Boreal,Undecided
28.0,0.0,0.0,5.0,1.0,2.0,2.0,7.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,1.0,1.0,5.0,7.0,5.0,2.0,10.0,3.0,4.0,CAND_Boreal,CAND_Halley,Undecided
63.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,7.0,6.0,2.0,3.0,3.0,9.0,29.0,CAND_Electra,CAND_Icaro,CAND_Electra
47.0,1.0,4.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,,1.0,1.0,5.0,,,0.0,1.0,7.0,16.0,CAND_Electra,CAND_Frontera,Undecided
67.0,1.0,4.0,,0.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,10.0,1.0,3.0,,3.0,3.0,CAND_Civico,CAND_Demetra,Undecided
54.0,1.0,5.0,5.0,,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,9.0,5.0,3.0,0.0,5.0,21.0,CAND_Demetra,CAND_Jade,Undecided
58.0,1.0,0.0,3.0,1.0,0.0,2.0,5.0,1.0,2.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,,0.0,1.0,2.0,7.0,2.0,3.0,6.0,8.0,0.0,CAND_Azon,CAND_Icaro,Undecided
48.0,0.0,3.0,1.0,0.0,3.0,4.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,4.0,4.0,10.0,8.0,37.0,CAND_Gaia,CAND_Jade,CAND_Gaia
,0.0,4.0,2.0,3.0,,0.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,,2.0,,2.0,9.0,8.0,,CAND_Civico,CAND_Azon,Undecided
43.0,1.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,3.0,4.0,0.0,,7.0,22.0,CAND_Demetra,CAND_Demetra,Undecided
